"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","31.01.2023 02:00 - 31.01.2023 03:00 (UTC)","326","n/e","n/e","n/e","2133","0","n/e","n/e","n/e","n/e","37","839","1842","549","n/e","n/e","29","n/e","0","n/e","0","720"
"Portugal (PT)","31.01.2023 03:00 - 31.01.2023 04:00 (UTC)","330","n/e","n/e","n/e","2170","0","n/e","n/e","n/e","n/e","37","956","2049","515","n/e","n/e","29","n/e","0","n/e","0","553"
"Portugal (PT)","31.01.2023 04:00 - 31.01.2023 05:00 (UTC)","333","n/e","n/e","n/e","2171","0","n/e","n/e","n/e","n/e","37","1196","1964","596","n/e","n/e","28","n/e","0","n/e","0","553"
"Portugal (PT)","31.01.2023 05:00 - 31.01.2023 06:00 (UTC)","361","n/e","n/e","n/e","2267","0","n/e","n/e","n/e","n/e","108","765","1801","602","n/e","n/e","24","n/e","0","n/e","0","558"
"Portugal (PT)","31.01.2023 06:00 - 31.01.2023 07:00 (UTC)","359","n/e","n/e","n/e","2672","0","n/e","n/e","n/e","n/e","876","102","2007","842","n/e","n/e","24","n/e","0","n/e","0","568"
"Portugal (PT)","31.01.2023 07:00 - 31.01.2023 08:00 (UTC)","362","n/e","n/e","n/e","2625","0","n/e","n/e","n/e","n/e","1515","2","2176","880","n/e","n/e","24","n/e","9","n/e","0","584"
"Portugal (PT)","31.01.2023 08:00 - 31.01.2023 09:00 (UTC)","363","n/e","n/e","n/e","2451","0","n/e","n/e","n/e","n/e","1173","5","2180","899","n/e","n/e","24","n/e","297","n/e","0","658"
"Portugal (PT)","31.01.2023 09:00 - 31.01.2023 10:00 (UTC)","362","n/e","n/e","n/e","2535","0","n/e","n/e","n/e","n/e","83","282","2161","868","n/e","n/e","25","n/e","774","n/e","0","577"
"Portugal (PT)","31.01.2023 10:00 - 31.01.2023 11:00 (UTC)","362","n/e","n/e","n/e","2390","0","n/e","n/e","n/e","n/e","1","616","2144","797","n/e","n/e","25","n/e","1104","n/e","0","400"
"Portugal (PT)","31.01.2023 11:00 - 31.01.2023 12:00 (UTC)","364","n/e","n/e","n/e","2411","0","n/e","n/e","n/e","n/e","0","399","2072","723","n/e","n/e","24","n/e","1272","n/e","0","249"
"Portugal (PT)","31.01.2023 12:00 - 31.01.2023 13:00 (UTC)","369","n/e","n/e","n/e","2319","0","n/e","n/e","n/e","n/e","0","432","2063","713","n/e","n/e","25","n/e","1337","n/e","0","159"
"Portugal (PT)","31.01.2023 13:00 - 31.01.2023 14:00 (UTC)","359","n/e","n/e","n/e","2448","0","n/e","n/e","n/e","n/e","0","513","1940","947","n/e","n/e","25","n/e","1325","n/e","1","178"
"Portugal (PT)","31.01.2023 14:00 - 31.01.2023 15:00 (UTC)","357","n/e","n/e","n/e","2489","0","n/e","n/e","n/e","n/e","61","512","1787","947","n/e","n/e","25","n/e","1227","n/e","3","198"
"Portugal (PT)","31.01.2023 15:00 - 31.01.2023 16:00 (UTC)","360","n/e","n/e","n/e","2576","0","n/e","n/e","n/e","n/e","62","868","1756","934","n/e","n/e","24","n/e","1013","n/e","3","218"
"Portugal (PT)","31.01.2023 16:00 - 31.01.2023 17:00 (UTC)","367","n/e","n/e","n/e","2757","0","n/e","n/e","n/e","n/e","324","22","1146","868","n/e","n/e","23","n/e","575","n/e","5","274"
"Portugal (PT)","31.01.2023 17:00 - 31.01.2023 18:00 (UTC)","366","n/e","n/e","n/e","2903","0","n/e","n/e","n/e","n/e","1824","2","2117","848","n/e","n/e","23","n/e","96","n/e","6","432"
"Portugal (PT)","31.01.2023 18:00 - 31.01.2023 19:00 (UTC)","362","n/e","n/e","n/e","2874","0","n/e","n/e","n/e","n/e","1812","2","2196","915","n/e","n/e","24","n/e","0","n/e","6","675"
"Portugal (PT)","31.01.2023 19:00 - 31.01.2023 20:00 (UTC)","365","n/e","n/e","n/e","2843","0","n/e","n/e","n/e","n/e","2123","2","2256","1310","n/e","n/e","25","n/e","0","n/e","6","851"
"Portugal (PT)","31.01.2023 20:00 - 31.01.2023 21:00 (UTC)","370","n/e","n/e","n/e","2563","0","n/e","n/e","n/e","n/e","2261","1","2266","1051","n/e","n/e","25","n/e","0","n/e","6","1083"
"Portugal (PT)","31.01.2023 21:00 - 31.01.2023 22:00 (UTC)","364","n/e","n/e","n/e","2279","0","n/e","n/e","n/e","n/e","1584","1","2249","1061","n/e","n/e","24","n/e","0","n/e","4","1240"
"Portugal (PT)","31.01.2023 22:00 - 31.01.2023 23:00 (UTC)","367","n/e","n/e","n/e","2164","0","n/e","n/e","n/e","n/e","406","3","2127","779","n/e","n/e","24","n/e","0","n/e","2","1528"
"Portugal (PT)","31.01.2023 23:00 - 01.02.2023 00:00 (UTC)","367","n/e","n/e","n/e","1949","0","n/e","n/e","n/e","n/e","625","4","2121","758","n/e","n/e","24","n/e","0","n/e","2","1727"
"Portugal (PT)","01.02.2023 00:00 - 01.02.2023 01:00 (UTC)","365","n/e","n/e","n/e","1662","0","n/e","n/e","n/e","n/e","208","538","2027","752","n/e","n/e","25","n/e","0","n/e","1","1829"
"Portugal (PT)","01.02.2023 01:00 - 01.02.2023 02:00 (UTC)","362","n/e","n/e","n/e","1422","0","n/e","n/e","n/e","n/e","242","827","1950","790","n/e","n/e","25","n/e","0","n/e","0","1683"
"Portugal (PT)","01.02.2023 02:00 - 01.02.2023 03:00 (UTC)","364","n/e","n/e","n/e","1413","0","n/e","n/e","n/e","n/e","245","735","1859","781","n/e","n/e","25","n/e","0","n/e","0","1647"
"Portugal (PT)","01.02.2023 03:00 - 01.02.2023 04:00 (UTC)","361","n/e","n/e","n/e","1456","0","n/e","n/e","n/e","n/e","122","938","1669","775","n/e","n/e","24","n/e","0","n/e","0","1715"
"Portugal (PT)","01.02.2023 04:00 - 01.02.2023 05:00 (UTC)","362","n/e","n/e","n/e","1373","0","n/e","n/e","n/e","n/e","148","1048","1718","774","n/e","n/e","25","n/e","0","n/e","0","1744"
"Portugal (PT)","01.02.2023 05:00 - 01.02.2023 06:00 (UTC)","365","n/e","n/e","n/e","1685","0","n/e","n/e","n/e","n/e","269","757","1636","792","n/e","n/e","23","n/e","0","n/e","0","1773"
"Portugal (PT)","01.02.2023 06:00 - 01.02.2023 07:00 (UTC)","366","n/e","n/e","n/e","1882","0","n/e","n/e","n/e","n/e","839","128","1852","916","n/e","n/e","23","n/e","0","n/e","0","1865"
"Portugal (PT)","01.02.2023 07:00 - 01.02.2023 08:00 (UTC)","360","n/e","n/e","n/e","1874","0","n/e","n/e","n/e","n/e","2106","2","2020","1062","n/e","n/e","23","n/e","10","n/e","0","1930"
"Portugal (PT)","01.02.2023 08:00 - 01.02.2023 09:00 (UTC)","362","n/e","n/e","n/e","1872","0","n/e","n/e","n/e","n/e","1348","3","2108","1158","n/e","n/e","24","n/e","303","n/e","0","1799"
"Portugal (PT)","01.02.2023 09:00 - 01.02.2023 10:00 (UTC)","351","n/e","n/e","n/e","1856","0","n/e","n/e","n/e","n/e","495","713","2084","892","n/e","n/e","24","n/e","805","n/e","0","1539"
"Portugal (PT)","01.02.2023 10:00 - 01.02.2023 11:00 (UTC)","355","n/e","n/e","n/e","1717","0","n/e","n/e","n/e","n/e","250","1129","1931","781","n/e","n/e","25","n/e","1124","n/e","0","1479"
"Portugal (PT)","01.02.2023 11:00 - 01.02.2023 12:00 (UTC)","365","n/e","n/e","n/e","1811","0","n/e","n/e","n/e","n/e","244","797","1810","787","n/e","n/e","24","n/e","1284","n/e","0","1313"
"Portugal (PT)","01.02.2023 12:00 - 01.02.2023 13:00 (UTC)","349","n/e","n/e","n/e","1801","0","n/e","n/e","n/e","n/e","369","941","1701","806","n/e","n/e","24","n/e","1346","n/e","0","1025"
"Portugal (PT)","01.02.2023 13:00 - 01.02.2023 14:00 (UTC)","348","n/e","n/e","n/e","1796","0","n/e","n/e","n/e","n/e","345","1272","1687","723","n/e","n/e","24","n/e","1344","n/e","0","762"
"Portugal (PT)","01.02.2023 14:00 - 01.02.2023 15:00 (UTC)","351","n/e","n/e","n/e","1913","0","n/e","n/e","n/e","n/e","191","1152","1924","720","n/e","n/e","24","n/e","1247","n/e","0","609"
"Portugal (PT)","01.02.2023 15:00 - 01.02.2023 16:00 (UTC)","351","n/e","n/e","n/e","1949","0","n/e","n/e","n/e","n/e","273","866","1859","717","n/e","n/e","24","n/e","1012","n/e","1","565"
"Portugal (PT)","01.02.2023 16:00 - 01.02.2023 17:00 (UTC)","353","n/e","n/e","n/e","2384","0","n/e","n/e","n/e","n/e","940","10","1959","761","n/e","n/e","24","n/e","569","n/e","3","544"
"Portugal (PT)","01.02.2023 17:00 - 01.02.2023 18:00 (UTC)","361","n/e","n/e","n/e","2641","0","n/e","n/e","n/e","n/e","2205","1","2125","896","n/e","n/e","23","n/e","97","n/e","3","757"
"Portugal (PT)","01.02.2023 18:00 - 01.02.2023 19:00 (UTC)","354","n/e","n/e","n/e","2708","0","n/e","n/e","n/e","n/e","2672","1","2199","1149","n/e","n/e","24","n/e","0","n/e","3","1146"
"Portugal (PT)","01.02.2023 19:00 - 01.02.2023 20:00 (UTC)","362","n/e","n/e","n/e","2731","0","n/e","n/e","n/e","n/e","2820","1","1938","1278","n/e","n/e","24","n/e","0","n/e","1","1575"
"Portugal (PT)","01.02.2023 20:00 - 01.02.2023 21:00 (UTC)","365","n/e","n/e","n/e","2622","0","n/e","n/e","n/e","n/e","1651","1","1872","959","n/e","n/e","24","n/e","0","n/e","0","1929"
"Portugal (PT)","01.02.2023 21:00 - 01.02.2023 22:00 (UTC)","364","n/e","n/e","n/e","2409","0","n/e","n/e","n/e","n/e","1557","1","1916","908","n/e","n/e","24","n/e","0","n/e","1","2077"
"Portugal (PT)","01.02.2023 22:00 - 01.02.2023 23:00 (UTC)","355","n/e","n/e","n/e","2261","0","n/e","n/e","n/e","n/e","712","2","1824","816","n/e","n/e","24","n/e","0","n/e","0","2216"
"Portugal (PT)","01.02.2023 23:00 - 02.02.2023 00:00 (UTC)","353","n/e","n/e","n/e","2264","0","n/e","n/e","n/e","n/e","257","3","1899","791","n/e","n/e","24","n/e","0","n/e","0","2317"
"Portugal (PT)","02.02.2023 00:00 - 02.02.2023 01:00 (UTC)","346","n/e","n/e","n/e","2216","0","n/e","n/e","n/e","n/e","119","3","1749","825","n/e","n/e","24","n/e","0","n/e","0","2321"
"Portugal (PT)","02.02.2023 01:00 - 02.02.2023 02:00 (UTC)","342","n/e","n/e","n/e","2066","0","n/e","n/e","n/e","n/e","120","3","1529","738","n/e","n/e","24","n/e","0","n/e","6","2363"
"Portugal (PT)","02.02.2023 02:00 - 02.02.2023 03:00 (UTC)","341","n/e","n/e","n/e","1983","0","n/e","n/e","n/e","n/e","120","43","1438","821","n/e","n/e","25","n/e","0","n/e","3","2358"
"Portugal (PT)","02.02.2023 03:00 - 02.02.2023 04:00 (UTC)","347","n/e","n/e","n/e","1978","0","n/e","n/e","n/e","n/e","120","751","1504","740","n/e","n/e","24","n/e","0","n/e","3","2176"
"Portugal (PT)","02.02.2023 04:00 - 02.02.2023 05:00 (UTC)","346","n/e","n/e","n/e","2129","0","n/e","n/e","n/e","n/e","181","608","1331","821","n/e","n/e","24","n/e","0","n/e","1","2084"
"Portugal (PT)","02.02.2023 05:00 - 02.02.2023 06:00 (UTC)","344","n/e","n/e","n/e","2605","0","n/e","n/e","n/e","n/e","419","427","1435","807","n/e","n/e","24","n/e","0","n/e","0","2063"
"Portugal (PT)","02.02.2023 06:00 - 02.02.2023 07:00 (UTC)","348","n/e","n/e","n/e","2739","0","n/e","n/e","n/e","n/e","1070","4","1884","754","n/e","n/e","24","n/e","0","n/e","2","2106"
"Portugal (PT)","02.02.2023 07:00 - 02.02.2023 08:00 (UTC)","356","n/e","n/e","n/e","2737","0","n/e","n/e","n/e","n/e","1713","2","2053","895","n/e","n/e","26","n/e","11","n/e","5","2133"
"Portugal (PT)","02.02.2023 08:00 - 02.02.2023 09:00 (UTC)","357","n/e","n/e","n/e","2717","0","n/e","n/e","n/e","n/e","1785","2","2124","912","n/e","n/e","27","n/e","307","n/e","8","2050"
"Portugal (PT)","02.02.2023 09:00 - 02.02.2023 10:00 (UTC)","359","n/e","n/e","n/e","2557","0","n/e","n/e","n/e","n/e","399","209","1892","826","n/e","n/e","30","n/e","840","n/e","4","1771"
"Portugal (PT)","02.02.2023 10:00 - 02.02.2023 11:00 (UTC)","359","n/e","n/e","n/e","2584","0","n/e","n/e","n/e","n/e","300","3","1682","749","n/e","n/e","29","n/e","1172","n/e","0","1314"
"Portugal (PT)","02.02.2023 11:00 - 02.02.2023 12:00 (UTC)","351","n/e","n/e","n/e","2606","0","n/e","n/e","n/e","n/e","189","3","1610","772","n/e","n/e","22","n/e","1307","n/e","0","855"
"Portugal (PT)","02.02.2023 12:00 - 02.02.2023 13:00 (UTC)","352","n/e","n/e","n/e","2600","0","n/e","n/e","n/e","n/e","144","3","1659","771","n/e","n/e","25","n/e","1345","n/e","0","582"
"Portugal (PT)","02.02.2023 13:00 - 02.02.2023 14:00 (UTC)","361","n/e","n/e","n/e","2632","0","n/e","n/e","n/e","n/e","120","203","1607","773","n/e","n/e","28","n/e","1329","n/e","0","403"
"Portugal (PT)","02.02.2023 14:00 - 02.02.2023 15:00 (UTC)","363","n/e","n/e","n/e","2582","0","n/e","n/e","n/e","n/e","93","445","1501","707","n/e","n/e","29","n/e","1235","n/e","0","335"
"Portugal (PT)","02.02.2023 15:00 - 02.02.2023 16:00 (UTC)","360","n/e","n/e","n/e","2597","0","n/e","n/e","n/e","n/e","98","429","1602","725","n/e","n/e","29","n/e","1014","n/e","0","247"
"Portugal (PT)","02.02.2023 16:00 - 02.02.2023 17:00 (UTC)","360","n/e","n/e","n/e","2733","0","n/e","n/e","n/e","n/e","878","206","1842","936","n/e","n/e","29","n/e","585","n/e","1","158"
"Portugal (PT)","02.02.2023 17:00 - 02.02.2023 18:00 (UTC)","369","n/e","n/e","n/e","2905","0","n/e","n/e","n/e","n/e","2188","2","2152","1097","n/e","n/e","31","n/e","103","n/e","1","220"
"Portugal (PT)","02.02.2023 18:00 - 02.02.2023 19:00 (UTC)","366","n/e","n/e","n/e","2885","0","n/e","n/e","n/e","n/e","2432","2","2169","1145","n/e","n/e","31","n/e","0","n/e","2","429"
"Portugal (PT)","02.02.2023 19:00 - 02.02.2023 20:00 (UTC)","359","n/e","n/e","n/e","2888","0","n/e","n/e","n/e","n/e","2367","2","2154","1191","n/e","n/e","29","n/e","0","n/e","3","654"
"Portugal (PT)","02.02.2023 20:00 - 02.02.2023 21:00 (UTC)","358","n/e","n/e","n/e","2879","0","n/e","n/e","n/e","n/e","2217","2","2187","1141","n/e","n/e","29","n/e","0","n/e","3","828"
"Portugal (PT)","02.02.2023 21:00 - 02.02.2023 22:00 (UTC)","350","n/e","n/e","n/e","2783","0","n/e","n/e","n/e","n/e","1069","206","2100","846","n/e","n/e","24","n/e","0","n/e","2","1074"
"Portugal (PT)","02.02.2023 22:00 - 02.02.2023 23:00 (UTC)","344","n/e","n/e","n/e","2606","0","n/e","n/e","n/e","n/e","340","215","1977","775","n/e","n/e","22","n/e","0","n/e","0","1420"
"Portugal (PT)","02.02.2023 23:00 - 03.02.2023 00:00 (UTC)","348","n/e","n/e","n/e","2490","0","n/e","n/e","n/e","n/e","215","93","1802","712","n/e","n/e","22","n/e","0","n/e","0","1639"
"Portugal (PT)","03.02.2023 00:00 - 03.02.2023 01:00 (UTC)","348","n/e","n/e","n/e","2467","0","n/e","n/e","n/e","n/e","192","280","1793","620","n/e","n/e","21","n/e","0","n/e","0","1642"
"Portugal (PT)","03.02.2023 01:00 - 03.02.2023 02:00 (UTC)","345","n/e","n/e","n/e","2590","0","n/e","n/e","n/e","n/e","180","711","1881","496","n/e","n/e","21","n/e","0","n/e","0","1507"
"Portugal (PT)","03.02.2023 02:00 - 03.02.2023 03:00 (UTC)","349","n/e","n/e","n/e","2348","0","n/e","n/e","n/e","n/e","180","868","1886","525","n/e","n/e","20","n/e","0","n/e","0","1286"
"Portugal (PT)","03.02.2023 03:00 - 03.02.2023 04:00 (UTC)","342","n/e","n/e","n/e","2225","0","n/e","n/e","n/e","n/e","180","1525","1661","502","n/e","n/e","19","n/e","0","n/e","1","964"
"Portugal (PT)","03.02.2023 04:00 - 03.02.2023 05:00 (UTC)","347","n/e","n/e","n/e","2358","0","n/e","n/e","n/e","n/e","245","1022","1605","539","n/e","n/e","19","n/e","0","n/e","0","737"
"Portugal (PT)","03.02.2023 05:00 - 03.02.2023 06:00 (UTC)","348","n/e","n/e","n/e","2599","0","n/e","n/e","n/e","n/e","282","34","1706","622","n/e","n/e","20","n/e","0","n/e","0","589"
"Portugal (PT)","03.02.2023 06:00 - 03.02.2023 07:00 (UTC)","346","n/e","n/e","n/e","2643","0","n/e","n/e","n/e","n/e","1755","1","1842","1164","n/e","n/e","20","n/e","0","n/e","0","540"
"Portugal (PT)","03.02.2023 07:00 - 03.02.2023 08:00 (UTC)","344","n/e","n/e","n/e","2652","0","n/e","n/e","n/e","n/e","2416","1","1965","1287","n/e","n/e","20","n/e","12","n/e","0","552"
"Portugal (PT)","03.02.2023 08:00 - 03.02.2023 09:00 (UTC)","347","n/e","n/e","n/e","2627","0","n/e","n/e","n/e","n/e","2297","1","2099","1274","n/e","n/e","20","n/e","321","n/e","0","608"
"Portugal (PT)","03.02.2023 09:00 - 03.02.2023 10:00 (UTC)","354","n/e","n/e","n/e","2603","0","n/e","n/e","n/e","n/e","947","2","1954","612","n/e","n/e","21","n/e","858","n/e","0","480"
"Portugal (PT)","03.02.2023 10:00 - 03.02.2023 11:00 (UTC)","357","n/e","n/e","n/e","2586","0","n/e","n/e","n/e","n/e","440","3","1613","485","n/e","n/e","20","n/e","1172","n/e","0","315"
"Portugal (PT)","03.02.2023 11:00 - 03.02.2023 12:00 (UTC)","354","n/e","n/e","n/e","2452","0","n/e","n/e","n/e","n/e","152","18","1641","523","n/e","n/e","21","n/e","1308","n/e","0","198"
"Portugal (PT)","03.02.2023 12:00 - 03.02.2023 13:00 (UTC)","354","n/e","n/e","n/e","2588","0","n/e","n/e","n/e","n/e","170","428","1775","509","n/e","n/e","21","n/e","1337","n/e","0","131"
"Portugal (PT)","03.02.2023 13:00 - 03.02.2023 14:00 (UTC)","352","n/e","n/e","n/e","2529","0","n/e","n/e","n/e","n/e","74","563","1780","478","n/e","n/e","21","n/e","1332","n/e","0","82"
"Portugal (PT)","03.02.2023 14:00 - 03.02.2023 15:00 (UTC)","335","n/e","n/e","n/e","2589","0","n/e","n/e","n/e","n/e","69","488","1724","478","n/e","n/e","22","n/e","1240","n/e","1","65"
"Portugal (PT)","03.02.2023 15:00 - 03.02.2023 16:00 (UTC)","341","n/e","n/e","n/e","2563","0","n/e","n/e","n/e","n/e","127","4","1730","478","n/e","n/e","21","n/e","1028","n/e","1","74"
"Portugal (PT)","03.02.2023 16:00 - 03.02.2023 17:00 (UTC)","341","n/e","n/e","n/e","2890","0","n/e","n/e","n/e","n/e","707","2","1781","628","n/e","n/e","21","n/e","599","n/e","1","88"
"Portugal (PT)","03.02.2023 17:00 - 03.02.2023 18:00 (UTC)","341","n/e","n/e","n/e","3088","0","n/e","n/e","n/e","n/e","1602","1","1822","864","n/e","n/e","21","n/e","111","n/e","5","157"
"Portugal (PT)","03.02.2023 18:00 - 03.02.2023 19:00 (UTC)","343","n/e","n/e","n/e","3103","0","n/e","n/e","n/e","n/e","2155","1","1886","1281","n/e","n/e","21","n/e","0","n/e","10","332"
"Portugal (PT)","03.02.2023 19:00 - 03.02.2023 20:00 (UTC)","344","n/e","n/e","n/e","3073","0","n/e","n/e","n/e","n/e","1900","2","1863","1270","n/e","n/e","21","n/e","0","n/e","12","554"
"Portugal (PT)","03.02.2023 20:00 - 03.02.2023 21:00 (UTC)","341","n/e","n/e","n/e","3069","0","n/e","n/e","n/e","n/e","1037","2","1921","1198","n/e","n/e","21","n/e","0","n/e","11","704"
"Portugal (PT)","03.02.2023 21:00 - 03.02.2023 22:00 (UTC)","344","n/e","n/e","n/e","2958","0","n/e","n/e","n/e","n/e","906","2","1844","1213","n/e","n/e","22","n/e","0","n/e","9","802"
"Portugal (PT)","03.02.2023 22:00 - 03.02.2023 23:00 (UTC)","343","n/e","n/e","n/e","2715","0","n/e","n/e","n/e","n/e","1053","2","1835","1124","n/e","n/e","22","n/e","0","n/e","4","858"
"Portugal (PT)","03.02.2023 23:00 - 04.02.2023 00:00 (UTC)","346","n/e","n/e","n/e","2462","0","n/e","n/e","n/e","n/e","944","2","1808","857","n/e","n/e","21","n/e","0","n/e","3","941"
"Portugal (PT)","04.02.2023 00:00 - 04.02.2023 01:00 (UTC)","351","n/e","n/e","n/e","2108","0","n/e","n/e","n/e","n/e","1227","1","1874","719","n/e","n/e","20","n/e","0","n/e","3","1094"
"Portugal (PT)","04.02.2023 01:00 - 04.02.2023 02:00 (UTC)","350","n/e","n/e","n/e","1739","0","n/e","n/e","n/e","n/e","1143","2","1667","754","n/e","n/e","21","n/e","0","n/e","2","1244"
"Portugal (PT)","04.02.2023 02:00 - 04.02.2023 03:00 (UTC)","341","n/e","n/e","n/e","1736","0","n/e","n/e","n/e","n/e","664","4","1546","697","n/e","n/e","20","n/e","0","n/e","3","1215"
"Portugal (PT)","04.02.2023 03:00 - 04.02.2023 04:00 (UTC)","343","n/e","n/e","n/e","1733","0","n/e","n/e","n/e","n/e","747","4","1383","660","n/e","n/e","20","n/e","0","n/e","1","985"
"Portugal (PT)","04.02.2023 04:00 - 04.02.2023 05:00 (UTC)","344","n/e","n/e","n/e","1732","0","n/e","n/e","n/e","n/e","700","4","1444","656","n/e","n/e","20","n/e","0","n/e","1","842"
"Portugal (PT)","04.02.2023 05:00 - 04.02.2023 06:00 (UTC)","347","n/e","n/e","n/e","1958","0","n/e","n/e","n/e","n/e","823","4","1323","859","n/e","n/e","20","n/e","0","n/e","1","717"
"Portugal (PT)","04.02.2023 06:00 - 04.02.2023 07:00 (UTC)","344","n/e","n/e","n/e","1978","0","n/e","n/e","n/e","n/e","1020","4","1300","1122","n/e","n/e","20","n/e","0","n/e","2","566"
"Portugal (PT)","04.02.2023 07:00 - 04.02.2023 08:00 (UTC)","347","n/e","n/e","n/e","1984","0","n/e","n/e","n/e","n/e","1151","1","1256","1102","n/e","n/e","20","n/e","14","n/e","1","550"
"Portugal (PT)","04.02.2023 08:00 - 04.02.2023 09:00 (UTC)","352","n/e","n/e","n/e","1955","0","n/e","n/e","n/e","n/e","734","2","1334","815","n/e","n/e","21","n/e","337","n/e","1","553"
"Portugal (PT)","04.02.2023 09:00 - 04.02.2023 10:00 (UTC)","348","n/e","n/e","n/e","1290","0","n/e","n/e","n/e","n/e","208","21","1215","634","n/e","n/e","21","n/e","893","n/e","1","457"
"Portugal (PT)","04.02.2023 10:00 - 04.02.2023 11:00 (UTC)","347","n/e","n/e","n/e","1089","0","n/e","n/e","n/e","n/e","118","366","1102","517","n/e","n/e","21","n/e","1220","n/e","1","331"
"Portugal (PT)","04.02.2023 11:00 - 04.02.2023 12:00 (UTC)","349","n/e","n/e","n/e","885","0","n/e","n/e","n/e","n/e","124","830","972","527","n/e","n/e","21","n/e","1365","n/e","1","241"
"Portugal (PT)","04.02.2023 12:00 - 04.02.2023 13:00 (UTC)","347","n/e","n/e","n/e","880","0","n/e","n/e","n/e","n/e","121","1031","984","581","n/e","n/e","21","n/e","1407","n/e","2","198"
"Portugal (PT)","04.02.2023 13:00 - 04.02.2023 14:00 (UTC)","353","n/e","n/e","n/e","881","0","n/e","n/e","n/e","n/e","1","1427","870","588","n/e","n/e","21","n/e","1392","n/e","4","222"
"Portugal (PT)","04.02.2023 14:00 - 04.02.2023 15:00 (UTC)","356","n/e","n/e","n/e","875","0","n/e","n/e","n/e","n/e","73","1585","698","575","n/e","n/e","21","n/e","1295","n/e","9","282"
"Portugal (PT)","04.02.2023 15:00 - 04.02.2023 16:00 (UTC)","349","n/e","n/e","n/e","882","0","n/e","n/e","n/e","n/e","54","1669","836","569","n/e","n/e","21","n/e","1069","n/e","11","342"
"Portugal (PT)","04.02.2023 16:00 - 04.02.2023 17:00 (UTC)","350","n/e","n/e","n/e","1189","0","n/e","n/e","n/e","n/e","96","360","967","628","n/e","n/e","21","n/e","631","n/e","14","456"
"Portugal (PT)","04.02.2023 17:00 - 04.02.2023 18:00 (UTC)","343","n/e","n/e","n/e","1478","0","n/e","n/e","n/e","n/e","1523","1","1493","797","n/e","n/e","21","n/e","123","n/e","15","740"
"Portugal (PT)","04.02.2023 18:00 - 04.02.2023 19:00 (UTC)","343","n/e","n/e","n/e","1574","0","n/e","n/e","n/e","n/e","2049","1","1743","828","n/e","n/e","21","n/e","0","n/e","20","1134"
"Portugal (PT)","04.02.2023 19:00 - 04.02.2023 20:00 (UTC)","346","n/e","n/e","n/e","1574","0","n/e","n/e","n/e","n/e","2177","1","1814","847","n/e","n/e","22","n/e","0","n/e","16","1363"
"Portugal (PT)","04.02.2023 20:00 - 04.02.2023 21:00 (UTC)","350","n/e","n/e","n/e","1574","0","n/e","n/e","n/e","n/e","2077","1","1796","921","n/e","n/e","21","n/e","0","n/e","15","1461"
"Portugal (PT)","04.02.2023 21:00 - 04.02.2023 22:00 (UTC)","346","n/e","n/e","n/e","1582","0","n/e","n/e","n/e","n/e","1514","1","1809","797","n/e","n/e","19","n/e","0","n/e","12","1598"
"Portugal (PT)","04.02.2023 22:00 - 04.02.2023 23:00 (UTC)","347","n/e","n/e","n/e","1308","0","n/e","n/e","n/e","n/e","668","52","1524","551","n/e","n/e","20","n/e","0","n/e","9","1802"
"Portugal (PT)","04.02.2023 23:00 - 05.02.2023 00:00 (UTC)","343","n/e","n/e","n/e","404","0","n/e","n/e","n/e","n/e","215","22","1249","831","n/e","n/e","21","n/e","0","n/e","9","1842"
"Portugal (PT)","05.02.2023 00:00 - 05.02.2023 01:00 (UTC)","348","n/e","n/e","n/e","253","0","n/e","n/e","n/e","n/e","244","431","1114","545","n/e","n/e","21","n/e","0","n/e","6","2008"
"Portugal (PT)","05.02.2023 01:00 - 05.02.2023 02:00 (UTC)","346","n/e","n/e","n/e","253","0","n/e","n/e","n/e","n/e","61","872","862","524","n/e","n/e","21","n/e","0","n/e","4","2159"
"Portugal (PT)","05.02.2023 02:00 - 05.02.2023 03:00 (UTC)","347","n/e","n/e","n/e","254","0","n/e","n/e","n/e","n/e","1","1366","795","536","n/e","n/e","21","n/e","0","n/e","3","2246"
"Portugal (PT)","05.02.2023 03:00 - 05.02.2023 04:00 (UTC)","350","n/e","n/e","n/e","255","0","n/e","n/e","n/e","n/e","0","1335","818","554","n/e","n/e","20","n/e","0","n/e","0","2293"
